"time"	"wind"	"name"	"country"	"birth"	"race"	"location"	"date"	"age"
"1725"	10.05	"+1.8"	"Olapade Adeniken"	"NGR"	1969-08-19	"2s1"	"Victoria"	1994-08-23	25.0102669404517
"1726"	10.05	"+1.9"	"Michael Green"	"JAM"	1970-11-07	"2"	"Victoria"	1994-08-23	23.791923340178
"1727"	10.05	"+0.5"	"Tim Harden"	"USA"	1974-01-27	"1"	"Knoxville"	1995-06-03	21.347022587269
"1728"	10.05	"+0.6"	"Donovan Bailey"	"CAN"	1967-12-16	"1"	"Nürnberg"	1995-06-15	27.4962354551677
"1729"	10.05	"+2.0"	"Linford Christie"	"GBR"	1960-04-02	"1"	"Villeneuve d'Ascq"	1995-06-24	35.2251882272416
"1730"	10.05	"-0.1"	"Donovan Bailey"	"CAN"	1967-12-16	"1"	"Monaco"	1995-07-25	27.605749486653
"1731"	10.05	"+0.8"	"Olapade Adeniken"	"NGR"	1969-08-19	"2h2"	"Zürich"	1995-08-16	25.990417522245
"1732"	10.05	"+1.8"	"Olapade Adeniken"	"NGR"	1969-08-19	"1r1"	"Baton Rouge"	1996-04-20	26.6694045174538
"1733"	10.05	"+0.4"	"Dennis Mitchell"	"USA"	1966-02-20	"1r1"	"Roma"	1996-06-05	30.2888432580424
"1734"	10.05	"+0.3"	"Brian Lewis"	"USA"	1974-12-05	"2h2"	"Atlanta"	1996-06-14	21.5249828884326
"1735"	10.05	"+0.6"	"Jeff Williams"	"USA"	1965-12-31	"4s1"	"Atlanta"	1996-06-15	30.4558521560575
"1736"	10.05	"+0.7"	"Linford Christie"	"GBR"	1960-04-02	"3"	"Paris"	1996-06-28	36.2381930184805
"1737"	10.05	"-0.4"	"Bruny Surin"	"CAN"	1967-07-12	"6r1"	"Lausanne"	1996-07-03	28.9774127310062
"1738"	10.05	"-0.4"	"Leroy Burrell"	"USA"	1967-02-21	"7r1"	"Lausanne"	1996-07-03	29.3634496919918
"1739"	10.05	"+0.1"	"Donovan Bailey"	"CAN"	1967-12-16	"2q2"	"Atlanta"	1996-07-26	28.6105407255305
"1740"	10.05	"+0.1"	"Dennis Mitchell"	"USA"	1966-02-20	"2h1"	"Zürich"	1996-08-14	30.4804928131417
"1741"	10.05	"+1.5"	"Osmond Ezinwa"	"NGR"	1971-11-22	"3"	"Milano"	1996-09-07	24.7939767282683
"1742"	10.05	"+0.5"	"Linford Christie"	"GBR"	1960-04-02	"2"	"Nürnberg"	1997-06-13	37.1964407939767
"1743"	10.05	"-0.4"	"Frank Fredericks"	"NAM"	1967-10-02	"1"	"Helsinki"	1997-06-18	29.7111567419576
"1744"	10.05	"+0.7"	"Tim Montgomery"	"USA"	1975-01-28	"2rA"	"Villeneuve d'Ascq"	1997-06-29	22.4175222450376
"1745"	10.05	"+0.7"	"Leroy Burrell"	"USA"	1967-02-21	"3rA"	"Villeneuve d'Ascq"	1997-06-29	30.3518138261465
"1746"	10.05	"-0.3"	"Michael Marsh"	"USA"	1967-08-04	"1q4"	"Athínai"	1997-08-02	29.9958932238193
"1747"	10.05	"-0.7"	"Tim Montgomery"	"USA"	1975-01-28	"3rA"	"Zürich"	1997-08-13	22.5407255304586
"1748"	10.05	"+0.4"	"Dennis Mitchell"	"USA"	1966-02-20	"2"	"Monaco"	1997-08-16	31.4852840520192
"1749"	10.05	"+0.3"	"Donovan Bailey"	"CAN"	1967-12-16	"2rA="	"Berlin"	1997-08-26	29.6947296372348
"1750"	10.05	"+0.3"	"Tim Montgomery"	"USA"	1975-01-28	"2rA="	"Berlin"	1997-08-26	22.5763175906913
"1751"	10.05	"+1.2"	"Jon Drummond"	"USA"	1968-09-09	"2"	"Kingston"	1997-09-19	29.0266940451745
"1752"	10.05	"+1.8"	"Seun Ogunkoya"	"NGR"	1977-12-28	"1"	"Sopot"	1998-06-13	20.4572210814511
"1753"	10.05	"+1.6"	"Ato Boldon"	"TTO"	1973-12-30	"1"	"Villeneuve d'Ascq"	1998-07-11	24.5284052019165
"1754"	10.05	"+1.6"	"Frank Fredericks"	"NAM"	1967-10-02	"2"	"Villeneuve d'Ascq"	1998-07-11	30.7734428473648
"1755"	10.05	"-0.5"	"Maurice Greene"	"USA"	1974-07-23	"1h1"	"Stockholm"	1998-08-05	24.0355920602327
"1756"	10.05	"+0.7"	"Jon Drummond"	"USA"	1968-09-09	"4"	"Monaco"	1998-08-08	29.9110198494182
"1757"	10.05	"+0.7"	"Bruny Surin"	"CAN"	1967-07-12	"5"	"Monaco"	1998-08-08	31.0746064339493
"1758"	10.05	"-0.5"	"Ato Boldon"	"TTO"	1973-12-30	"1q4"	"Kuala Lumpur"	1998-09-16	24.7118412046543
"1759"	10.05	"+1.6"	"Koji Ito"	"JPN"	1970-01-29	"1"	"Bangkok"	1998-12-14	28.8733744010951
"1760"	10.05	"+1.6"	"John Capel"	"USA"	1978-11-27	"1s1"	"Boise"	1999-06-04	20.517453798768
"1761"	10.05	"-0.2"	"Dwain Chambers"	"GBR"	1978-04-05	"1"	"Gateshead"	1999-06-27	21.2265571526352
"1762"	10.05	"-0.4"	"Maurice Greene"	"USA"	1974-07-23	"1"	"Malmö"	1999-08-02	25.0266940451745
"1763"	10.05	"-0.3"	"Tim Harden"	"USA"	1974-01-27	"2s2"	"Sevilla"	1999-08-22	25.5660506502396
"1764"	10.05	"±0.0"	"Coby Miller"	"USA"	1976-10-19	"1r2"	"Tempe"	2000-04-15	23.4880219028063
"1765"	10.05	"+1.8"	"Bernard Williams"	"USA"	1978-01-19	"1"	"Baton Rouge"	2000-05-14	22.3162217659138
"1766"	10.05	"+1.0"	"Kaaron Conwright"	"USA"	1976-08-08	"1r2"	"Flagstaff"	2000-07-08	23.9151266255989
"1767"	10.05	"-1.5"	"Jon Drummond"	"USA"	1968-09-09	"1s1"	"Sacramento"	2000-07-15	31.8466803559206
"1768"	10.05	"+1.0"	"Christopher Williams"	"JAM"	1972-03-15	"1s1"	"Kingston"	2000-07-21	28.3504449007529
"1769"	10.05	"+0.7"	"Coby Miller"	"USA"	1976-10-19	"1rA"	"Linz"	2000-08-08	23.8028747433265
"1770"	10.05	"-1.0"	"Tim Montgomery"	"USA"	1975-01-28	"5"	"Zürich"	2000-08-11	25.5359342915811
"1771"	10.05	"-0.2"	"Bernard Williams"	"USA"	1978-01-19	"4r1"	"Berlin"	2000-09-01	22.6173853524983
"1772"	10.05	"+1.4"	"Leonard Scott"	"USA"	1980-01-19	"1h3"	"Eugene"	2001-05-31	21.3634496919918
"1773"	10.05	"+0.6"	"Abdul Aziz Zakari"	"GHA"	1976-09-02	"2"	"Berlin"	2001-08-31	24.993839835729
"1774"	10.05	"+1.9"	"Shingo Suetsugu"	"JPN"	1980-06-02	"1rA"	"Mito"	2002-05-06	21.9247091033539
"1775"	10.05	"+1.4"	"Nobuharu Asahara"	"JPN"	1972-06-21	"1"	"Kanazawa"	2002-06-09	29.9657768651608
"1776"	10.05	"+0.9"	"Kim Collins"	"SKN"	1976-04-05	"3rA"	"Roma"	2002-07-12	26.2669404517454
"1777"	10.05	"+2.0"	"Bernard Williams"	"USA"	1978-01-19	"4"	"Paris"	2002-09-14	24.6516084873374
"1778"	10.05	"+1.4"	"Patrick Johnson"	"AUS"	1972-09-26	"1h1"	"Mito"	2003-05-05	30.6036960985626
"1779"	10.05	"-0.3"	"Patrick Johnson"	"AUS"	1972-09-26	"1"	"Osaka"	2003-05-10	30.6173853524983
"1780"	10.05	"+1.4"	"Joshua J. Johnson"	"USA"	1976-05-10	"2"	"Carson"	2003-06-01	27.0581793292266
"1781"	10.05	"±0.0"	"Bernard Williams"	"USA"	1978-01-19	"1rA"	"Saint-Denis"	2003-07-04	25.4537987679671
"1782"	10.05	"+0.9"	"Asafa Powell"	"JAM"	1982-11-23	"1h9"	"Saint-Denis"	2003-08-24	20.7501711156742
"1783"	10.05	"+1.9"	"John Capel"	"USA"	1978-11-27	"2"	"Monaco"	2003-09-13	24.7939767282683
"1784"	10.05	"±0.0"	"Justin Gatlin"	"USA"	1982-02-10	"1"	"Moskva"	2003-09-20	21.6071184120465
"1785"	10.05	"+1.8"	"Francis Obikwelu"	"POR"	1978-11-22	"1r1"	"Lisboa"	2004-06-05	25.5359342915811
"1786"	10.05	"+0.8"	"Steve Mullings"	"JAM"	1982-11-29	"1r1"	"Atlanta"	2004-06-05	21.5167693360712
"1787"	10.05	"+0.1"	"Uchenna Emedolu"	"NGR"	1976-09-17	"1r2"	"Réthymno"	2004-06-23	27.7645448323066
"1788"	10.05	"-2.0"	"Maurice Greene"	"USA"	1974-07-23	"1s1"	"Sacramento"	2004-07-11	29.968514715948
"1789"	10.05	"+0.5"	"Abdul Aziz Zakari"	"GHA"	1976-09-02	"1"	"Malles"	2004-07-17	27.8713210130048
"1790"	10.05	"-0.1"	"Kim Collins"	"SKN"	1976-04-05	"2q4"	"Athínai"	2004-08-21	28.3778234086242
"1791"	10.05	"+1.8"	"Dwight Thomas"	"JAM"	1980-09-23	"2"	"Kingston"	2005-05-07	24.6187542778919
"1792"	10.05	"+0.5"	"Francis Obikwelu"	"POR"	1978-11-22	"1"	"Ad-Dawhah"	2005-05-13	26.4722792607803
"1793"	10.05	"+0.1"	"Michael Frater"	"JAM"	1982-10-06	"2"	"Kingston"	2005-06-25	22.7186858316222
"1794"	10.05	"+1.1"	"Francis Obikwelu"	"POR"	1978-11-22	"2"	"Saint-Denis"	2005-07-01	26.6064339493498
"1795"	10.05	"+0.4"	"Michael Frater"	"JAM"	1982-10-06	"2"	"Helsinki"	2005-08-07	22.8364134154689
"1796"	10.05	"+0.4"	"Kim Collins"	"SKN"	1976-04-05	"3"	"Helsinki"	2005-08-07	29.3388090349076
"1797"	10.05	"±0.0"	"Ronald Pognon"	"FRA"	1982-11-16	"2"	"Bruxelles"	2005-08-26	22.776180698152
"1798"	10.05	"-0.6"	"Darrel Brown"	"TTO"	1984-10-11	"4"	"Monaco"	2005-09-10	20.9144421629021
"1799"	10.05	"+1.5"	"Leonard Scott"	"USA"	1980-01-19	"4"	"Carson"	2006-05-21	26.3353867214237
"1800"	10.05	"±0.0"	"Leonard Scott"	"USA"	1980-01-19	"1rA"	"Lausanne"	2006-07-11	26.4750171115674
"1801"	10.05	"+0.5"	"Leonard Scott"	"USA"	1980-01-19	"4rA"	"Roma"	2006-07-14	26.4832306639288
"1802"	10.05	"+0.1"	"Walter Dix"	"USA"	1986-01-31	"1"	"Gainesville"	2007-05-26	21.3141683778234
"1803"	10.05	"+1.3"	"Steve Mullings"	"JAM"	1982-11-29	"2h1"	"Zaragoza"	2007-07-28	24.6598220396988
"1804"	10.05	"+1.8"	"Michael Frater"	"JAM"	1982-10-06	"3h2"	"Zaragoza"	2007-07-28	24.807665982204
"1805"	10.05	"-0.3"	"Derrick Atkins"	"BAH"	1984-01-05	"2rA"	"Stockholm"	2007-08-07	23.5865845311431
"1806"	10.05	"-0.3"	"Tyson Gay"	"USA"	1982-08-09	"1rA"	"Carson"	2008-05-18	25.7741273100616
"1807"	10.05	"-0.1"	"Trindon Holliday"	"USA"	1986-04-27	"2"	"Auburn"	2008-05-18	22.0588637919233
"1808"	10.05	"+0.6"	"Dwain Chambers"	"GBR"	1978-04-05	"2rA"	"Sofia"	2008-06-30	30.2368240930869
"1809"	10.05	"+0.2"	"Nesta Carter"	"JAM"	1985-11-10	"3"	"Roma"	2008-07-11	22.6666666666667
"1810"	10.05	"-0.2"	"Marc Burns"	"TTO"	1983-01-07	"1q3"	"Beijing"	2008-08-15	25.6043805612594
"1811"	10.05	"-0.1"	"Kim Collins"	"SKN"	1976-04-05	"5s1"	"Beijing"	2008-08-16	32.3641341546886
"1812"	10.05	"+0.3"	"Tyson Gay"	"USA"	1982-08-09	"5s2"	"Beijing"	2008-08-16	26.0205338809035
"1813"	10.05	"+0.3"	"Michael Frater"	"JAM"	1982-10-06	"1"	"Shanghai"	2008-09-20	25.9575633127995
"1814"	10.05	"+1.4"	"Marc Burns"	"TTO"	1983-01-07	"1"	"Auburn"	2009-04-18	26.2778918548939
"1815"	10.05	"+1.9"	"Ryan Bailey"	"USA"	1989-04-13	"1h2"	"Hutchinson"	2009-05-22	20.1067761806982
"1816"	10.05	"+0.5"	"Darrel Brown"	"TTO"	1984-10-11	"4"	"Port of Spain"	2009-06-20	24.6899383983573
"1817"	10.05	"+0.4"	"Steve Mullings"	"JAM"	1982-11-29	"4h2"	"Roma"	2009-07-10	26.611909650924
"1818"	10.05	"+0.4"	"Richard Thompson"	"TTO"	1985-06-07	"6"	"Roma"	2009-07-10	24.0903490759754
"1819"	10.05	"-1.8"	"Simeon Williamson"	"GBR"	1986-01-16	"1"	"Birmingham"	2009-07-11	23.482546201232
"1820"	10.05	"-0.4"	"Darvis Patton"	"USA"	1977-12-04	"2q3"	"Berlin"	2009-08-15	31.6960985626283
"1821"	10.05	"+0.4"	"Emmanuel Callender"	"TTO"	1984-05-10	"2rB"	"Zürich"	2009-08-28	25.3004791238877
"1822"	10.05	"-1.2"	"Steve Mullings"	"JAM"	1982-11-29	"1h2"	"Rovereto"	2009-09-01	26.757015742642
"1823"	10.05	"+1.2"	"Asafa Powell"	"JAM"	1982-11-23	"1h2"	"Oslo"	2010-06-04	27.5290896646133
"1824"	10.05	"±0.0"	"Christophe Lemaitre"	"FRA"	1990-06-11	"1s1"	"Valence"	2010-07-08	20.0739219712526
"1825"	10.05	"-0.4"	"Richard Thompson"	"TTO"	1985-06-07	"3"	"London"	2010-08-13	25.1827515400411
"1826"	10.05	"+2.0"	"Ivory Williams"	"USA"	1985-05-02	"1rA"	"Lawrence"	2011-04-23	25.9739904175222
"1827"	10.05	"±0.0"	"Nickel Ashmeade"	"JAM"	1990-04-07	"1r3"	"Ponce"	2011-05-14	21.1006160164271
"1828"	10.05	"±0.0"	"Dwain Chambers"	"GBR"	1978-04-05	"1"	"Rio de Janeiro"	2011-05-26	33.138945927447
"1829"	10.05	"+0.3"	"Kim Collins"	"SKN"	1976-04-05	"1"	"Hengelo"	2011-05-29	35.1457905544148
"1830"	10.05	"+0.7"	"Nesta Carter"	"JAM"	1985-11-10	"1h2"	"Kingston"	2011-06-23	25.6153319644079
"1831"	10.05	"+1.3"	"Jeffery Demps"	"USA"	1990-01-08	"5"	"Eugene"	2011-06-24	21.4565366187543
"1832"	10.05	"-0.3"	"Daniel Bailey"	"ANT"	1986-09-09	"1"	"Reims"	2011-07-05	24.8186173853525
"1833"	10.05	"+0.4"	"Richard Thompson"	"TTO"	1985-06-07	"4"	"Birmingham"	2011-07-10	26.0889801505818
"1834"	10.05	"-0.5"	"Keston Bledman"	"TTO"	1988-03-08	"1"	"Mayagüez"	2011-07-15	23.3511293634497
"1835"	10.05	"-1.0"	"Usain Bolt"	"JAM"	1986-08-21	"1s2"	"Daegu"	2011-08-28	25.0184804928131
"1836"	10.05	"-0.4"	"Walter Dix"	"USA"	1986-01-31	"2s1"	"Daegu"	2011-08-28	25.5715263518138
"1837"	10.05	"+0.8"	"Richard Thompson"	"TTO"	1985-06-07	"1"	"Dubnica nad Váhom"	2011-09-15	26.2724161533196
"1838"	10.05	"+1.3"	"Lerone Clarke"	"JAM"	1981-10-02	"3"	"Bruxelles"	2011-09-16	29.9548254620123
"1839"	10.05	"+0.5"	"Michael Frater"	"JAM"	1982-10-06	"2"	"Georgetown"	2012-05-09	29.5906913073238
"1840"	10.05	"+0.4"	"Nesta Carter"	"JAM"	1985-11-10	"5"	"Ad-Dawhah"	2012-05-11	26.4996577686516
"1841"	10.05	"+1.2"	"Michael Frater"	"JAM"	1982-10-06	"1"	"Taipei"	2012-05-26	29.637234770705
"1842"	10.05	"-0.1"	"Kim Collins"	"SKN"	1976-04-05	"4"	"Roma"	2012-05-31	36.1533196440794
"1843"	10.05	"+1.3"	"Darvis Patton"	"USA"	1977-12-04	"5"	"Eugene"	2012-06-02	34.4941820670773
"1844"	10.05	"+1.3"	"Nesta Carter"	"JAM"	1985-11-10	"6"	"Eugene"	2012-06-02	26.5598904859685
"1845"	10.05	"+1.4"	"Charles Silmon"	"USA"	1991-07-04	"3h2"	"Des Moines"	2012-06-06	20.9253935660507
"1846"	10.05	"±0.0"	"Yohan Blake"	"JAM"	1989-12-26	"1rA"	"Edmonton"	2012-06-16	22.4722792607803
"1847"	10.05	"+1.5"	"Mike Rodgers"	"USA"	1985-04-24	"1h3"	"Eugene"	2012-06-23	27.1649555099247
"1848"	10.05	"+0.1"	"Adam Gemili"	"GBR"	1993-10-06	"1"	"Barcelona"	2012-07-11	18.7624914442163
"1849"	10.05	"+1.0"	"Dwain Chambers"	"GBR"	1978-04-05	"4s2"	"London"	2012-08-05	34.3353867214237
"1850"	10.05	"+1.6"	"Dentarius Locke"	"USA"	1989-12-12	"1s3"	"Greensboro"	2013-05-24	23.4469541409993
"1851"	10.05	"+1.9"	"Aaron Brown"	"CAN"	1992-05-27	"2h1"	"Eugene"	2013-06-05	21.0239561943874
"1852"	10.05	"+1.0"	"Nickel Ashmeade"	"JAM"	1990-04-07	"1h4"	"Kingston"	2013-06-20	23.2032854209446
"1853"	10.05	"+1.1"	"Dentarius Locke"	"USA"	1989-12-12	"5"	"Des Moines"	2013-06-21	23.523613963039
"1854"	10.05	"-1.3"	"James Dasaolu"	"GBR"	1987-09-05	"1h2"	"Birmingham"	2013-06-30	25.8179329226557
"1855"	10.05	"+2.0"	"Nickel Ashmeade"	"JAM"	1990-04-07	"3rA"	"Lausanne"	2013-07-04	23.2416153319644
"1856"	10.05	"+2.0"	"Kemar Bailey-Cole"	"JAM"	1992-01-10	"4rA"	"Lausanne"	2013-07-04	21.4811772758385
"1857"	10.05	"+1.6"	"Yoshihide Kiryu"	"JPN"	1995-12-15	"1"	"Kumagaya"	2014-05-17	18.4202600958248
"1858"	10.05	"-0.1"	"Justin Gatlin"	"USA"	1982-02-10	"1"	"Montverde"	2014-06-07	32.3203285420945
"1859"	10.05	"+1.7"	"Darrel Brown"	"TTO"	1984-10-11	"3rA"	"Port of Spain"	2014-06-21	29.6919917864476
"1860"	10.05	"+1.0"	"Julian Forte"	"JAM"	1993-07-01	"1h4"	"Kingston"	2014-06-26	20.9856262833676
"1861"	10.05	"-0.4"	"Jason Livermore"	"JAM"	1988-04-25	"1s2"	"Kingston"	2014-06-27	26.1711156741958
"1862"	10.05	"-2.2"	"Justin Gatlin"	"USA"	1982-02-10	"1"	"Edmonton"	2014-07-06	32.3997262149213
"1863"	10.05	"+1.8"	"Julian Reus"	"GER"	1988-04-29	"1s2"	"Ulm"	2014-07-26	26.2395619438741
"1864"	10.05	"+0.4"	"Wilfried Koffi"	"CIV"	1989-09-24	"1"	"Marrakesh"	2014-08-11	24.8788501026694
"1865"	10.05	"-0.3"	"Mike Rodgers"	"USA"	1985-04-24	"2rA"	"Zürich"	2014-08-28	29.3442847364819
"1866"	10.05	"+0.7"	"Femi Ogunode"	"QAT"	1991-01-31	"2r1"	"Rieti"	2014-09-07	23.6002737850787
"1867"	10.05	"+1.8"	"Ronnie Baker"	"USA"	1993-10-15	"1h1"	"Ames"	2015-05-16	21.5824777549624
"1868"	10.05	"+1.8"	"Tevin Hester"	"USA"	1994-01-10	"1h5"	"Jacksonville"	2015-05-28	21.3771389459274
"1869"	10.05	"-2.4"	"Asafa Powell"	"JAM"	1982-11-23	"1"	"Marseille"	2015-06-06	32.5338809034908
"1870"	10.05	"+2.0"	"Richard Kilty"	"GBR"	1989-09-01	"5"	"Birmingham"	2015-06-07	25.7631759069131
"1871"	10.05	"+1.0"	"Andrew Fisher"	"JAM"	1991-12-15	"1h3"	"Kingston"	2015-06-25	23.5263518138261
"1872"	10.05	"+1.0"	"Kemar Bailey-Cole"	"JAM"	1992-01-10	"2h3"	"Kingston"	2015-06-25	23.4551676933607
"1873"	10.05	"+1.3"	"Kim Collins"	"SKN"	1976-04-05	"5"	"Saint-Denis"	2015-07-04	39.2443531827515
"1874"	10.05	"±0.0"	"Nesta Carter"	"JAM"	1985-11-10	"2r2"	"Bellinzona"	2015-07-21	29.6919917864476
"1875"	10.05	"+1.1"	"Andre De Grasse"	"CAN"	1994-11-10	"1"	"Toronto"	2015-07-22	20.6954140999316
"1876"	10.05	"-0.3"	"Jimmy Vicaut"	"FRA"	1992-02-27	"2h1"	"London"	2015-07-24	23.4031485284052
"1877"	10.05	"+0.5"	"Chijindu Ujah"	"GBR"	1994-03-05	"2h4"	"Beijing"	2015-08-22	21.4647501711157
"1878"	10.05	"-0.3"	"Ben Youssef Meité"	"CIV"	1986-11-11	"3h3"	"Beijing"	2015-08-22	28.7775496235455
"1879"	10.05	"+0.9"	"Chijindu Ujah"	"GBR"	1994-03-05	"5s2"	"Beijing"	2015-08-23	21.4674880219028
"1880"	10.05	"+0.8"	"Femi Ogunode"	"QAT"	1991-01-31	"1"	"Amsterdam"	2015-09-05	24.5941136208077
"1881"	10.05	"+0.1"	"Usain Bolt"	"JAM"	1986-08-21	"1"	"Georgetown"	2016-05-14	29.7303216974675
"1882"	10.05	"+1.0"	"Ben Youssef Meité"	"CIV"	1986-11-11	"1"	"Greensboro"	2016-05-15	29.5085557837098
"1883"	10.05	"+1.6"	"Markesh Woodson"	"USA"	1993-09-06	"3h3"	"Eugene"	2016-06-08	22.7542778918549
"1884"	10.05	"+1.1"	"Barakat Al-Harthi"	"OMA"	1988-06-15	"1"	"Stara Zagora"	2016-06-09	27.9835728952772
"1885"	10.05	"+2.0"	"Justin Walker"	"USA"	1990-11-30	"3h1"	"Montverde"	2016-06-11	25.5304585900068
"1886"	10.05	"-0.9"	"Senoj-Jay Givans"	"JAM"	1993-12-30	"2s1"	"Kingston"	2016-07-01	22.5023956194387
"1887"	10.05	"+0.3"	"Julian Forte"	"JAM"	1993-07-01	"2h2"	"London"	2016-07-22	23.0581793292266
"1888"	10.05	"+0.1"	"Asafa Powell"	"JAM"	1982-11-23	"1h1"	"Houston"	2016-07-23	33.6646132785763
"1889"	10.05	"+0.2"	"Nickel Ashmeade"	"JAM"	1990-04-07	"5s1"	"Rio de Janeiro"	2016-08-14	26.3545516769336
"1890"	10.05	"+0.2"	"Ryota Yamagata"	"JPN"	1992-06-10	"5s2"	"Rio de Janeiro"	2016-08-14	24.1779603011636
"1891"	10.05	"+0.5"	"Joel Fearon"	"GBR"	1988-10-11	"3rA"	"Lausanne"	2016-08-25	27.8713210130048
"1892"	10.05	"-0.1"	"Joel Fearon"	"GBR"	1988-10-11	"4"	"Saint-Denis"	2016-08-27	27.8767967145791
"1893"	10.05	"-0.4"	"Wayde van Niekerk"	"RSA"	1992-07-15	"1s3"	"Potchefstroom"	2017-04-21	24.766598220397
"1894"	10.05	"+0.4"	"Christopher Belcher"	"USA"	1994-01-29	"1r1"	"Gainesville"	2017-04-28	23.2443531827515
"1895"	10.05	"+0.8"	"Cejhae Greene"	"ANT"	1995-10-06	"3h2"	"Eugene"	2017-06-07	21.6700889801506
"1896"	10.05	"-0.2"	"Jimmy Vicaut"	"FRA"	1992-02-27	"2"	"Roma"	2017-06-08	25.2785763175907
"1897"	10.05	"-0.2"	"Ronnie Baker"	"USA"	1993-10-15	"3"	"Roma"	2017-06-08	23.64681724846
"1898"	10.05	"+1.2"	"Beejay Lee"	"USA"	1993-03-05	"3h4"	"Sacramento"	2017-06-22	24.2984257357974
"1899"	10.05	"+0.9"	"Senoj-Jay Givans"	"JAM"	1993-12-30	"3"	"Kingston"	2017-06-23	23.4798083504449
"1900"	10.05	"-0.1"	"Yunier Pérez"	"CUB"	1985-02-16	"2"	"Paris"	2017-07-01	32.3696098562628
"1901"	10.05	"+2.0"	"David Lima"	"POR"	1990-09-06	"2h1"	"Madrid"	2017-07-14	26.8528405201916
"1902"	10.05	"+0.6"	"Yoshihide Kiryu"	"JPN"	1995-12-15	"1"	"Tokyo"	2017-07-23	21.6043805612594
"1903"	10.05	"-0.6"	"Abdul Hakim Sani Brown"	"JPN"	1999-03-06	"1h2"	"London"	2017-08-04	18.4147843942505
"1904"	10.05	"+0.9"	"Justin Gatlin"	"USA"	1982-02-10	"1h5"	"London"	2017-08-04	35.4798083504449
"1905"	10.05	"-0.5"	"Akani Simbine"	"RSA"	1993-09-21	"1s1"	"London"	2017-08-05	23.8713210130048
"1906"	10.05	"-0.2"	"Reece Prescod"	"GBR"	1996-02-29	"2s2"	"London"	2017-08-05	21.4318959616701
"1907"	10.05	"+0.3"	"Yohan Blake"	"JAM"	1989-12-26	"1"	"Zagreb"	2017-08-29	27.6741957563313
"1908"	10.05	"+0.5"	"Jimmy Vicaut"	"FRA"	1992-02-27	"1"	"Angers"	2017-09-09	25.533196440794
"1909"	10.05	"+0.8"	"Yohan Blake"	"JAM"	1989-12-26	"2r1"	"Kingston"	2018-02-24	28.1642710472279
"1910"	10.05	"-0.8"	"Akani Simbine"	"RSA"	1993-09-21	"1rA"	"Pretoria"	2018-03-08	24.4599589322382
"1911"	10.05	"+0.5"	"Justin Gatlin"	"USA"	1982-02-10	"1"	"Saint George's"	2018-04-21	36.1916495550992
"1912"	10.05	"-0.5"	"Su Bingtian"	"CHN"	1989-08-29	"2"	"Shanghai"	2018-05-12	28.7008898015058
"1913"	10.05	NA	"Davidson Ezinwa"	"NGR"	1971-11-22	"1"	"Bauchi"	1990-01-03	18.1163586584531
"1914"	10.05	NA	"Joshua J. Johnson"	"USA"	1976-05-10	"1r2"	"Abuja"	2003-05-17	27.0171115674196
"1915"	10.05	"+0.5"	"Abdul Hakim Sani Brown"	"JPN"	1999-03-06	NA	"Osaka"	2017-06-24	18.3025325119781
"1916"	10.06	"+1.1"	"Robert Hayes"	"USA"	1942-12-20	"1"	"Tokyo"	1964-10-15	21.8206707734428
"1917"	10.06	"±0.0"	"Hasely Crawford"	"TTO"	1950-08-16	"1"	"Montréal"	1976-07-24	25.9383983572895
"1918"	10.06	"-0.2"	"Mel Lattany"	"USA"	1959-08-10	"1"	"Gainesville"	1981-05-16	21.7659137577002
"1919"	10.06	"+2.0"	"Mel Lattany"	"USA"	1959-08-10	"1"	"London"	1981-07-31	21.9739904175222
"1920"	10.06	"-0.6"	"Carl Lewis"	"USA"	1961-07-01	"1"	"Houston"	1983-05-07	21.8480492813142
"1921"	10.06	"+2.0"	"Leandro Peñalver"	"CUB"	1961-05-23	"1"	"Caracas"	1983-08-24	22.2532511978097
"1922"	10.06	"+1.6"	"Ron Brown"	"USA"	1961-03-31	"3"	"Zürich"	1983-08-24	22.3983572895277
"1923"	10.06	"+1.6"	"Emmit King"	"USA"	1959-03-24	"4"	"Zürich"	1983-08-24	24.4188911704312
"1924"	10.06	"±0.0"	"Carl Lewis"	"USA"	1961-07-01	"1"	"Walnut"	1984-04-29	22.8281998631075
"1925"	10.06	"-2.2"	"Carl Lewis"	"USA"	1961-07-01	"1"	"Los Angeles"	1984-06-17	22.9623545516769
"1926"	10.06	"+1.9"	"Frank Emmelmann"	"GDR"	1961-09-15	"1"	"Berlin"	1985-09-22	24.0191649555099
"1927"	10.06	"+0.8"	"Carl Lewis"	"USA"	1961-07-01	"2r1"	"Moskva"	1986-07-09	25.0212183436003
"1928"	10.06	"+0.3"	"Andrés Simón"	"CUB"	1961-09-15	"1"	"La Habana"	1987-08-01	25.8754277891855
"1929"	10.06	"+2.0"	"Johan Rossouw"	"RSA"	1965-10-20	"1"	"Johannesburg"	1988-04-23	22.507871321013
"1930"	10.06	"+2.0"	"Dennis Mitchell"	"USA"	1966-02-20	"1"	"Gainesville"	1989-04-08	23.129363449692
"1931"	10.06	"+1.3"	"Patrick Williams"	"JAM"	1965-11-11	"1"	"Modesto"	1990-05-05	24.4791238877481
"1932"	10.06	"-0.3"	"Leroy Burrell"	"USA"	1967-02-21	"1r1"	"Malmö"	1991-08-05	24.4517453798768
